Name,Etiology,Symptoms
tibial shaft stress fractures,"Mechanism
linear microfractures in trabecular bone from repetitive loading
Pathophysiology
callus formation
woven bone
endochondral bone formation","onset of symptoms often insidious
symptoms initially worse with running, then may develop symptoms with daily activities"
metastatic disease of spine,"Pathophysiology
mechanism of bone destruction (osteolysis)
osteolytic bone lesions are
caused by tumor-induced activation of osteoclasts
occurs through the RANK, RANK ligand (RANKL), osteoprotegerin pathway
PTHrP positive breast cancer cells activate osteoblastic RANKL production
osteoblastic bone metastases are due to tumor-secreted endothelin 1
Associated conditions
metastatic hypercalcemia
occurs in 10-30% of patients
most common in lung and breast cancer
a medical emergency
symptoms include
confusion
muscle weakness
polyuria & polydipsia
nausea/vomiting
dehydration
treatment
hydration (volume expansion)
loop diuretics
bisphosphonates
anemia
common
thromboembolic disease
increased risk due to hypercoagulable state","History
unexplained rest pain or mechanical back/neck pain in cancer patients
constitutional symptoms (weight loss, fatigue, malaise)
risk factors of common cancers (smoking, hematuria, shortness of breath, breast mass, goiter)
current and prior chemotherapy treatment
can cause peripheral neuropathy
Symptoms
pain
axial night pain
may be mechanical pain due to bone destruction or tumorigenic pain which often occurs at night
metastatic hypercalcemia
Physical exam
neurologic deficits
caused by compression of the spinal cord with metastatic disease to the spine
important to differentiate between root level and cord level injury
gait abnormalities
hyperreflexia"
kohlers disease,"Pathophysiology
the blood supply of the
central one third of the navicular is a watershed zone
accounts for the susceptibility to avascular necrosis and stress fractures
the navicular is the last bone to ossify
increases its vulnerability to mechanical compression and injury
Associated conditions
infection
Kohler's disease is often misdiagnosed as infection","pain in dorsomedial midfoot
may have swelling, warmth, and redness
point tenderness over the navicular"
high pressure injection injuries,"Pathophysiology
mechanism of injury
injection force delievered from 3,000 to 10,000 PSI and up to 400 MPH
100 PSI is enough force to break the skin
pathophysiology
4 main components
initial injury
chemical irritation
inflammation
secondary infection
pathoanatomy
leads to dissection along planes of least resistance (along neurovascular bundles)
vascular occlusion may lead to local soft tissue necrosis","minimal or no pain at injection site
pain and paresthesias eventually occur"
rheumatoid arthritis,"Pathophysiology
immunology
cell-mediated (
T cell-MHC type II
) immune response against soft tissues (early), cartilage (later), and bone (later)
rheumatoid factor
an IgM antibody against native IgG antibodies
immune complex is then deposited in end tissues like the kidney as part of the pathophysiology
mononuclear cells
are the primary cellular mediator of tissue destruction in RA
IL-1, TNF-alpha
are part of cascade that leads to joint damage
immune response thought be related to
infectious etiology or
HLA locus
pathoanatomy
cascade of events includes
antigen-antibody and antibody-antibody reactions
>
microvascular proliferation and obstruction
>
synovial pannus formation (histology shows
prominent intimal hyperplasia
)
>
joint subluxation, chondrocyte death/joint destruction, and deformity
>
tendon tenosynovitis and rupture
Genetics
associated with specific HLA loci (HLA-DR4 & HLA DW4)
~15% rate of concordance amongst monozygotic twins
Associated conditions
orthopaedic manifestations
see below
medical conditions & comorbidities
rheumatoid vasculitis
pericarditis
pulmonary disease
Felty's syndrome (RA with splenomegaly and leukopenia)
Still's disease (acute onset RA with fever, rash and splenomegaly)
Sjogren's syndrome (autoimmune condition affecting exocrine glands)
Decreased secretions from salivary and tear duct glands
Lymphoid tissue proliferation","insidious onset of
morning stiffness
and
polyarthropathy
usually affects hands and feet
DIP joint of hand is usually spared
may also affect knees, cervical spine, elbows, ankle and shoulder"
cerebral palsy  hip conditions,"Cerebral Palsy General
Pathoanatomy
subluxation
strong tone in hip adductor and flexors lead to scissoring and predisposes to hip subluxation and dislocation
dislocation
dislocation is typically posterior and superior (>95%)
degeneration
in time, dysplastic and erosive changes in the cartilage of the femoral head can develop and lead to
pain","hip and/or groin pain
difficulty with sitting
difficulty with perineal care/hygiene"
acl tear,"Pathophysiology
pathoantomy
non-contact pivoting injury
tibia translates anteriorly while knee is in slight flexion and valgus
blow to the
lateral aspect of the knee
common activities are soccer, basketball, skiing, and football
pre-ponderance for females due to landing biomechanics and neuromuscular activation patterns (quadriceps dominant) play the biggest role
Associated conditions
m
eniscal tears
lateral meniscal tears in 54% of acute ACL tears, medial in chronic cases
PCL, LCL/PLC injuries
chronic ACL deficient knees associated with
chondral injuries
complex, unrepairable meniscal tears and bucket handle medial meniscus tears","generalized knee pain
feelings of instability preventing return to sport
difficulty weightbearing"
tibial shaft fractures  pediatric,"Pathophysiology
mechanism of injury
adolescents
most commonly due to pedestrian vs vehicle (50%)
direct blow
toddlers
low energy twisting or falls
torsional forces result in a spiral or oblique fracture pattern or a ""toddler's fracture""
Associated conditions
orthopedic manifestations
30% are associated with a fibula fracture
second most common fractured bone following nonaccidental trauma","pain
bruising
limping or
refusal to bear weight"
bone infarct,"Mechanism
interruption of blood supply by intrinsic or extrinsic factors","usually asymptomatic
often found when imaging the extremities for other reasons"
plantar fasciitis,"Pathophysiology
pathoanatomy
chronic overuse leads to microtears in the origin of the plantar fascia
repetitive trauma leads to recurrent inflammation and periostitis
abductor hallucis, flexor digitorum brevis, and quadratus plantae
share the origin on medial calcaneal tubercle and may be inflamed as well
Associated conditions
calcaneal apophysitis
gastrocnemius-soleus contracture
heel pain triad
plantar fasciitis
posterior tibial tendon dysfunction
tarsal tunnel syndrome
anatomic variations
femoral anteversion
pes cavus
pes planus","sharp heel pain
insidious onset of heel pain, often when first getting out of bed
may prefer to walk on toes initially
worse at the end of the day after prolonged standing
relieved by ambulation
common to have symptoms bilaterally"
freibergs disease,"Pathophysiology
thought to be related to a disruption in the blood supply due to
microtrauma or osteonecrosis and stress overloading
leads to eventual collapse of 2nd MT head","forefoot pain, swelling and stiffness localized to head of the second MT
worse with weight bearing activities"
hypothenar hammer syndrome,"Pathophysiology
mechanism
single or
repetitive blunt impact
on hypothenar eminence leads to ulnar artery thrombosis or aneurysm
hook of hamate functions as an
anvil
, causing thrombosis
distal embolisation leads to ulceration, gangrene","pain
over hypothenar eminence and
ring
finger
may involve small, middle and index fingers
cold sensitivity
paresthesia"
glenohumeral internal rotation deficit gird,"Pathophysiology
mechanism
caused by repetitive throwing
thought to occur during the late cocking and early acceleration phase
pathoanatomy
tightening of posterior capsule or posteroinferior capsule leads to translation of humeral head (
capsular constraint mechanism)
translation of humeral head is in the OPPOSITE direction from area of capsular tightening
posterior capsular tightness  leads to anterosuperior translation of humeral head in flexion
posterorinferior capsular tightness leads to
posterosuperior
translation of humeral head in ABER
anterior capsule is stretched
Associated conditions
glenohumeral instability
internal impingement
abutment of the greater tuberosity against the posterosuperior glenoid during abduction and external rotation leads to pinching of posterosuperior rotator cuff
articular-sided partial rotator cuff tears
tensile failure in excessive rotation
internal impingement
SLAP lesion
throwers with GIRD are 25% more likely to have a SLAP lesion
peel-back mechanism (biceps anchor and postero superior labrum peels back) during late cocking
because of posterosuperior translation of humeral head and change in biceps vector force posteriorly","vague shoulder pain
sometimes painless
may report a decrease in throwing performance"
